bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,
554009,Rename .melodymodeller can corrupt the model if it contains UTF-8 characters,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554010,Impossible to make generalization with Logical Component in Library,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554011,Défaut de focus sur le semantic browser,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,WORKSFORME,P3,normal,
554012,Missing required kitalpha feature.,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554013,Old tool removed or renamed in IToolNameConstant.,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554014,NullPointerExceptions when deleting,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554015,In property view: feature 'isUnique' shall be false by default.,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,major,
554016,Remove useless methods in ModelElementImpl,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554017,NPE when deleting an Association and a Property,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,DUPLICATE,P3,normal,
554019,Resolve Sonar issues,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P2,normal,
554020,Code quality : correct Sonar's blocker issue (at least),Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554021,Fix for sirius dragNdrop 'enhancement' 459783,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554022,Contextual menu does not work well on Semantic Browser,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554023,Deletion on 2 ports on 2 different functions raises NPE,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554024,DataNotifier remove listeners without checking,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,critical,
554025,Prepare version and splashscreen for 1.0.0,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,minor,
554026,Prepare version and splashscreen for 0.8.3,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,enhancement,
554027,Accelerator buttons for StringType and Association Cardinality are missing,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554028,Logical Component Decomposition wizard not working,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,major,
554029,Get unique name is not robust enough,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,normal,
554030,Switching EI element kind from MEMBER to TYPE does not disable its direction,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554031,Methodological browser : synchronization problem,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,minor,
554032,Navigation from Operational entities to Mode&States diagrams,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,enhancement,
554033,CapellaCopier is also copying Emde elements ID,Polarsys,Capella,Core,All,All,CLOSED,MOVED,P3,enhancement,
554034,org.polarsys.capella.core.dashboard.hyperlinkadapter.AbstractHyperlinkAdapter$linkActivated(HyperlinkEvent) is doing explicit cast to,,,,,,,,,,
ICapellaModel,Polarsys,Capella,Core,All,All,CLOSED,MOVED,P3,major,,
554035,Tools name missing for Drag and Drop in Mode and State,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,enhancement,
554036,A NPE can occur in the Error Log.,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554037,[OpenSession] Open session with model in 0.8.0                                                                                                                               wrong error message,Polarsys,Cape,,,,,,,,
554038,Add rename tool to test framework,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554039,Rule DWF_I_14 should only detect EIs referenced by both components,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,normal,
554040,Fix custom features of graphical representation,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,critical,
554041,Add check version option to migration operation,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554042,[WIZARD] Refinement ambiguity resolution dialog improvement,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P2,major,
554043,Go To action for Instance Role with Part and label of Part in Representing Instance,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554044,HoldingResource references in model lead to invalid proxies,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554045,Refinement with merged scenario has invalid EMF elements and save fails,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554046,[Activity Explorer] Enhancement of Activity Explorer integration,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554047,Add some enhancements into M2,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554048,NPE during migration of some models,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
,,,,,,,,,,,
554049,NPE in CapellaMigrationContribution.isMigrationPossible(IResource                                                                                                            Version,,,,,,,,,,
554050,CrossReferencer optimization on inverseReferences computation,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,major,
554051,Memory Leaks fixes and Performances improvement on Migration,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554052,Add an extension point to plug start up logic,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554053,Wrong icons on events in the contextual menu,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,normal,
554054,Remove eOpposite of some features and make them derived,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554055,Capella delete command does not use EMF.edit ItemProvider.createremoveCommand to delete,,,,,,,,,,
element,Polarsys,Capella,Core,All,All,CLOSED,MOVED,P3,enhancement,,
554056,Improve Proxy handler in Migration code,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554057,Errors on model migration,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,major,
554058,Open Diagram / Table on a Capabiliy shows all scenario diagrams and not only those of owned scenarios,Polarsys,Capella,Core,PC,Windows,,,,,
10,RESOLVED,FIXED,P4,minor,,,,,,,
554059,Error message on save command on MAC OS X platform,Polarsys,Capella,Core,Macintosh,Mac OS X,CLOSED,MOVED,P3,normal,
554060,Project creation is too slow and Overview blinks,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554061,Pattern migration failed,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,critical,
554062,Invalid Build ID and Capella version,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554063,Update to Sirius 3.1,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P4,normal,
554064,Problems with Literal String Value,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,normal,
554065,Display units on a property typed by a Physical Quantity in CDB diagram,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,enhancement,
554066,Dependency check does not raise error,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,normal,
554067,Add a check of precondition for writable files before a transaction is committed,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554068,[SubSystem Transition] NPE for all activities in activity explorer for the model created by a multiphases,,,,,,,,,,
transition,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P2,major,,
554069,CapellaCommonNavigator is not a IEditingDomainProvider,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554070,NPE when deleting minCard/maxCard of a property,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554071,It's impossible to reach values in libraries from classes/attributes,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554072,Add new mechanism to extend Model Provider for test framework,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
,,,,,,,,,,,
554073,Adding Pkg and problem of focus when adding the first inner element,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,normal,
554074,Enhance Set Progress Monitoring,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,enhancement,
554075,Move Up and Move Down action in Project explorer does not work with shortcut,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554076,Models embedded in Test Suites are not correctly named,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,normal,
554077,Move CapellaPackageRegistry helper class from addons to core,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554078,Delete deprecated business queries tests,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,trivial,
554079,[JUnit] Validation Rules tests don't verify if the correct rule has detected an error,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,enhancement,
554080,Enhance Semantic Editing Domain extension possibilities,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,enhancement,
554081,Addition of review attribute in Progress Monitoring Overview,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554082,Update splashscreens and version for future patch 0.8.4/1.0.1,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,enhancement,
554083,Add an element filter for Set Progress Monitoring,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554084,Some Navigation QF are no more available due to fix #216,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,normal,
554085,Sort Content on Capella Explorer does not work in some cases AND add Sort Selection functionality,Polarsys,Capella,Core,PC,Windows,,,,,
10,VERIFIED,FIXED,P3,enhancement,,,,,,,
554086,Extend the Sort actions to support not only Capella elements but also other elements,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554087,Update documentation for Sort Content and Sort Selection action,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,enhancement,
554088,Memory leak: Information view is not cleaned of refinement markers when session is closed.,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554089,getParent method was returning the melodymodeller instead of the aird,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554090,ModelElementItemProvider.createItemPropertyDescriptor is not open for extension.,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554091,Add RCPTT test for Bug 485634 - Session switch in Activity Explorer editor leads to errors,Polarsys,Capella,Core,PC,Windows,,,,,
10,VERIFIED,FIXED,P3,enhancement,,,,,,,
554092,CapellaElementExt.creationService should use EMF Edit property as default naming prefix,Polarsys,Capella,Core,PC,Windows,,,,,
10,RESOLVED,INVALID,P3,enhancement,,,,,,,
554093,Provide a ResourceSetListener / IEditingDomainListener base implementation,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554094,Remove 2 deprecated business queries PhysicalComp_ImplementedLCS and PhysicalNode_ImplementedLCS,Polarsys,Capella,Core,PC,Windows,,,,,
10,RESOLVED,FIXED,P3,enhancement,,,,,,,
554095,Diagram tool tests are not run in Capella test suite job,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554096,Replace Acceleo expression by Java service for Hide Allocated Interactions filter,Polarsys,Capella,Core,PC,All,RESOLVED,FIXED,P3,major,
554097,[xAB] insert/remove Physical Link doesn't work and it causes xAB partial synchronization when it is synchronized with PC,Polarsys,Capella,Core,PC,Windows,,,,,
10,RESOLVED,FIXED,P3,normal,,,,,,,
554098,Model obfuscation does not preserve string length,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554099,Migration contributors are not executed as expected,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554100,Improve reusability of migration API,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554101,Enrichment of semantic browser,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554102,Deleting guard constraint of a state transition also deletes the transition,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
554103,Auto tests do not pass in some cases when test sessions are closed,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554104,Project created in the UNC location cannot be saved,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
554105,Update Capella version to 0.8.5,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554106,Extend test framework to support headless DAnalysis selector,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554107,Add constructor for MDGenerateConnectionsAction to allow reuse in test,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P5,enhancement,
554108,Add tests for Insert/Remove tools on ES diagrams,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554109,Add jacoco report during test run for Code Coverage,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554110,Migrate test model from 0.8.x to 1.0.x,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,enhancement,
554111,Merge Test Suite job in Zip job,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554112,Migrate RenameModel test model and fix it to support remote mode,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,enhancement,
554113,Refinement does not work with CDOResource,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,minor,
554114,Cannot found projects used in tests when they are located in another project,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,major,
554115,[Test] Add Association creation tool for Class Diagrams,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,enhancement,
554116,Remove _p parameter prefix to reduce sonar issues,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,minor,
554117,Avoid NPE while using FunctionalExchange tool in Exchange Scenario diagram,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554118,Use local projects when none model provider is present,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P4,normal,
554119,Test case RenameModelTestSuite does not pass in experimental branch,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,major,
554120,osgi framework jar is out of date in config.ini,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
554121,Modify Capella attachment handler to avoid possible elements that are not contained in a resource,Polarsys,Capella,Core,PC,Windows,,,,,
10,VERIFIED,FIXED,P2,enhancement,,,,,,,
554122,Refinement does not work with CDOResource in v0.8.x,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P2,major,
554123,Test case CreateElement timed out,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,major,
554124,Prepare splashscreens and update versions for 0.8.6 and 1.0.2,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554125,RCPTT test case Diagram Creation failed,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
554126,[REGRESSION][MARS] Error when opening the user profile preference page,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P2,blocker,
554127,Rules DWF_D_50 and DWF_D_51 raise error on Role instead of Association Role.,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,enhancement,
554128,Library access policy is not updated,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P4,minor,
554129,[REGRESSION][MARS] Images on right of wizards are truncated,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,minor,
554130,OpaqueExpression should extend DataValue rather than ValueSpecifiaction,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,enhancement,
554131,XyzExt.getRootComponent does not return the root component,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,normal,
554132,[REGRESSION][MARS]Property page of REC creation/ RPL instantiation wizard is empty,Polarsys,Capella,Core,PC,All,RESOLVED,FIXED,P3,major,
554133,Capella compare feature has no purpose,Polarsys,Capella,Core,All,All,RESOLVED,INVALID,P3,enhancement,
554135,Stackoverflow when validating a cyclic component/part tree,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,normal,
554136,Add dependency to org.polarsys.kitalpha.ad.integration.sirius plugin for test framework,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554137,Update new Sirius version,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554138,Show all requirements in Requirements – Functions matrix,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,enhancement,
554139,Capella shall support item label decorators,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554140,Capella business queries extensibility,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554141,Prevent from adding a null editing domain listener in SemanticEditingDomainFactory,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
554142,Capella freezes when there is cycle with deployment links,Polarsys,Capella,Core,PC,All,RESOLVED,FIXED,P3,critical,
554143,[BusinessQuery] NPE on GetAvailable_AbstractStateProperties,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,major,
554144,Capella meta-model enhancements,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,enhancement,
554145,Update models used by tests,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554146,Add a helper to return semantic classes in Capella meta-model,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554147,Set Import Organizing to true in .genmodel files,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554148,F8/F9/... do not work in the semantic browser while there is a selection change on the same tree on referenced/referencing element,,,,,,,,,,
panel,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,minor,,
554149,Reapply modifications on color changes to master branch after the merge,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554150,Useless toolbars for end-users appear the first time Capella is launched,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,minor,
554151,Fix Junits LCBDScenario and PCBDScenario.,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,minor,
554152,[REGRESSION MARS] open diagram from representation per category raise error,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,minor,
554153,Reactive the standard Search in Capella perspective and change icon for Capella search,Polarsys,Capella,Core,PC,Windows,,,,,
10,VERIFIED,FIXED,P3,enhancement,,,,,,,
554154,With new Sirius 4.0.0 we cannot open a diagram from Capella Explorer,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,normal,
554155,Projet creation: don't enable sirius viewpoints owned by af viewpoints,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554158,Improve integration of metadata checking,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P1,critical,
554159,[REGRESSION][MARS] Command Configurability doesn't work,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,normal,
554160,Numpad Enter not working in Project Explorer,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P4,minor,
554161,The constraints on components are not displayed in the Semantic Browser,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,minor,
554162,Perform a rename an Exchange Item Allocation rename also allocating Sequence Message,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P4,normal,
554163,Fix lifecycle issues,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,normal,
554164,Capella should take into account Saveable contribution,Polarsys,Capella,Core,All,All,RESOLVED,WONTFIX,P2,enhancement,
554165,Sequence message creation and NPE on invalid model,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P4,minor,
554166,The save action of Capella should use the Eclipse entry point StatusManager for all statuses to be reported in the user,,,,,,,,,,
interface,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,,
554167,DynamicCreationAction should allow customized child creation menu labels,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,enhancement,
554168,CapellamodellerResourceImpl.IdToEObjectMap not filled with emde.Element,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P4,normal,
554169,The ShowOnStartup property is ignored in Capella,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554170,Method TestHelper.getSemanticResource does not return melodymodeller resource due to AFM,,,,,,,,,,
evolution,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P4,minor,,
554171,cmd Crtl+A in capella project explorer has no effect,Polarsys,Capella,Core,All,All,VERIFIED,INVALID,P4,minor,
554172,Add NPE check in SiriusSelectionHelper,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
feature index allows several times the sa,,,,,,,,,,,
554173,In Collection objects                                                                                                                                                          corruption,Polarsys,Capella,Core,A,,,,,,
554174,[AFM] Creating a new aird on melodymodeller fails and migration does not repair it,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,major,
554175,Cannot save after model copy paste: The object ComponentFunctionalAllocation is not contained in a,,,,,,,,,,
resource,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,,
554176,[Coding Style] Get rid of mixed line endings,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,normal,
554177,Update support for afm resource in migration,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554178,Rework Capella Delete Command to be more flexible to use,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554179,Migration of aird file should create an afm file,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554180,SemanticBrowser keeps references to Model Elements in History after session was closed,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,major,
554181,Update Sirius to version 4.1.0-S20160927-035828,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554182,Don't run the close session operation in a transactional context,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P4,normal,
554183,Many useless Metadata checking,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P2,blocker,
554184,Project preferences do not work on Capella Team,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,minor,
554185,Capella viewpoint is not added to AFM at project creation,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P4,normal,
554186,Update versions of Kitalpha and Amalgam,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554187,NPE when initializing Progress Monitoring menu,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,minor,
554188,wrong melodymodeller icon,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P4,normal,
554189,Potential NPE when trying to get a resource on a session,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P2,blocker,
554190,[REGRESSION][AF] AFM (having non representation) is proposed fragmenting Capella model,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,normal,
554191,ExchangeItem wizard is not updated when used for changing an existing EIE type,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,minor,
554192,Remove AutoLoad test suites,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,
554193,BasicTestSuite and BasicTestCase should implement getRequiredTestModels(),Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554194,[REGRESSION] Validation Command Line NPE,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,blocker,
Update selected RPL from its REC n,,,,,,,,,,,
554195,After modifying the suffix of a RPL                                                                                                                                    10,RESOLVED,WONTFIX,P3,min,,,,,,
554196,Set source file encoding/line ending style on project level,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,normal,
554197,Diagram Accelerators does not work (pasting layout),Polarsys,Capella,Core,PC,All,VERIFIED,FIXED,P3,major,
554198,Better Capella Project Creation API,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,enhancement,
554199,Reduce calls of EObject.eResource() in Capella,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,enhancement,
554200,Reduce calls of getDiagramElementMapping() in Capella,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,enhancement,
554201,State transition is deleted when pressing Cancel on the Guard creation dialog for that,,,,,,,,,,
transition,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,enhancement,,
554202,[Performance] Enhancement of Select All and Cut actions on diagram,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554203,Show in Capella Explorer action does not work if the selected element is a DRepresentationDescriptor,Polarsys,Capella,Core,PC,Windows,,,,,
10,RESOLVED,FIXED,P3,minor,,,,,,,
554204,Detect duplicate element IDs at load time,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,enhancement,
554205,Test framework: BasicCommandTestCase.getModelResource() is nondeterministic for projects with library references.,Polarsys,Capella,Core,PC,Windows,,,,,
10,CLOSED,MOVED,P3,normal,,,,,,,
554206,Move back extension declaration to kitalpha,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554207,Rename plugin org.polarsys.capella.core.re.updateconnections.tests,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,trivial,
554208,Export Preferences to Workspace Configuration Project does not work on Linux/MacOsx,Polarsys,Capella,Core,PC,Linux,VERIFIED,FIXED,P3,minor,
554209,ValidationRuleTestCase does not consider diagnostic children when counting problems,Polarsys,Capella,Core,PC,Windows 10,CLOSED,MOVED,P3,enhancement,
554210,ValidationRuleTestCase.getOracleDefinitions should be called as late as possible,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554211,[Performance] Business Queries are called twice,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P2,major,
554212,Insert/Remove tools in Diagram palette does not consider Transfer Viewer preferences,Polarsys,Capella,Core,PC,All,VERIFIED,FIXED,P3,trivial,
554213,QF and QF all Similar for TC_I_06 does not open Suitable Wizard for edition,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P3,minor,
554214,Potential NPE on getInstance(EObject) method calls,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,minor,
554215,Capella headless support,Polarsys,Capella,Core,All,All,VERIFIED,FIXED,P4,enhancement,
554216,Extends CapellaNavigatorLabelProvider to supply a description for EObject also.,Polarsys,Capella,Core,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,
554217,Propagate EI to FxP accelerator should not remove any EI allocation from FxP,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,
554218,Enhance Business Queries Test Framework,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P4,normal,
554219,Common diagrams displayed in Activity Explorer does not take account of selected layer constraint,Polarsys,Capella,Core,PC,All,VERIFIED,FIXED,P3,normal,
554220,Update splash screen and version to 1.0.4,Polarsys,Capella,Core,PC,All,RESOLVED,FIXED,P3,normal,
554222,Backport changes from ValidationRuleTestCase to 1.0.x,Polarsys,Capella,Core,All,All,RESOLVED,DUPLICATE,P3,normal,
554223,Test framework: Allow test to require model from different bundle,Polarsys,Capella,Core,All,All,CLOSED,MOVED,P3,enhancement,
554224,Avoid unnecessary forceRefresh checked when a customized Refresh is called,Polarsys,Capella,Core,PC,All,VERIFIED,FIXED,P3,normal,
554225,Close Activity Explorer and create a new diagram: then you cannot reopen Activity Explorer,Polarsys,Capella,Core,PC,All,VERIFIED,FIXED,P3,normal,
554226,Uncheck file log in MDEReport preference by default,Polarsys,Capella,Core,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
554227,ReportManager configuration not persisted + Specific ReportManager configuration with,,,,,,,,,,
CommandLineApplication,Polarsys,Capella,Core,All,All,RESOLVED,FIXED,P3,normal,,
